AIS;Município;Dia da Semana;Data;Hora
AIS 17;Fortaleza;Sábado;2021-11-06;06:30:00
AIS 26;Caucaia;Sábado;2021-11-06;06:10:00
AIS 18;Fortaleza;Sábado;2021-11-06;06:00:00
AIS 18;Fortaleza;Sábado;2021-11-06;06:00:00
AIS 17;Fortaleza;Sábado;2021-11-06;06:00:00
AIS 18;Fortaleza;Sábado;2021-11-06;05:50:00
AIS 19;Fortaleza;Sábado;2021-11-06;05:30:00
AIS 16;Fortaleza;Sábado;2021-11-06;05:20:00
AIS 16;Fortaleza;Sábado;2021-11-06;05:00:00
AIS 18;Fortaleza;Sábado;2021-11-06;05:00:00
AIS 25;Pacajus;Sábado;2021-11-06;05:00:00
AIS 25;Pacajus;Sábado;2021-11-06;05:00:00
AIS 03;Alcântaras;Sábado;2021-11-06;05:00:00
AIS 19;Fortaleza;Sábado;2021-11-06;04:55:00
AIS 18;Fortaleza;Sábado;2021-11-06;04:50:00
AIS 18;Fortaleza;Sábado;2021-11-06;04:40:00
AIS 18;Fortaleza;Sábado;2021-11-06;04:40:00
AIS 21;Fortaleza;Sábado;2021-11-06;04:20:00
AIS 25;Horizonte;Sábado;2021-11-06;04:10:00
AIS 18;Fortaleza;Sábado;2021-11-06;04:00:00
AIS 06;Fortaleza;Sábado;2021-11-06;04:00:00
AIS 22;Fortaleza;Sábado;2021-11-06;03:40:00
AIS 06;Fortaleza;Sábado;2021-11-06;02:00:00
AIS 02;Juazeiro do Norte;Sábado;2021-11-06;01:00:00
AIS 29;Baturité;Domingo;2021-11-07;23:47:00
AIS 16;Fortaleza;Domingo;2021-11-07;23:20:00
AIS Não Identificada (Fortaleza);Fortaleza;Domingo;2021-11-07;22:40:00
AIS 08;Fortaleza;Domingo;2021-11-07;22:40:00
AIS 21;Fortaleza;Domingo;2021-11-07;22:30:00
AIS 18;Fortaleza;Domingo;2021-11-07;22:30:00
AIS 17;Fortaleza;Domingo;2021-11-07;22:00:00
AIS 22;Fortaleza;Domingo;2021-11-07;22:00:00
AIS 14;Maracanaú;Domingo;2021-11-07;22:00:00
AIS 18;Fortaleza;Domingo;2021-11-07;21:10:00
AIS 21;Fortaleza;Domingo;2021-11-07;21:00:00
AIS 08;Fortaleza;Domingo;2021-11-07;20:45:00
AIS 16;Fortaleza;Domingo;2021-11-07;20:40:00
AIS 19;Fortaleza;Domingo;2021-11-07;20:40:00
AIS 22;Fortaleza;Domingo;2021-11-07;20:00:00
AIS 19;Fortaleza;Domingo;2021-11-07;20:00:00
AIS 19;Fortaleza;Domingo;2021-11-07;20:00:00
AIS 17;Fortaleza;Domingo;2021-11-07;20:00:00
AIS 18;Fortaleza;Domingo;2021-11-07;20:00:00
AIS 01;Jaguaruana;Domingo;2021-11-07;19:50:00
AIS 22;Fortaleza;Domingo;2021-11-07;19:45:00
AIS 05;Fortaleza;Domingo;2021-11-07;19:40:00
AIS 08;Fortaleza;Domingo;2021-11-07;19:30:00
AIS 15;Pindoretama;Domingo;2021-11-07;19:30:00
AIS 18;Fortaleza;Domingo;2021-11-07;19:10:00
AIS 03;Sobral;Domingo;2021-11-07;19:10:00
AIS 18;Fortaleza;Domingo;2021-11-07;19:02:00
AIS 18;Fortaleza;Domingo;2021-11-07;19:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Domingo;2021-11-07;19:00:00
AIS 20;Fortaleza;Domingo;2021-11-07;19:00:00
AIS 05;Fortaleza;Domingo;2021-11-07;18:50:00
AIS Não Identificada (Fortaleza);Fortaleza;Domingo;2021-11-07;18:30:00
AIS 19;Fortaleza;Domingo;2021-11-07;18:30:00
AIS 02;Crato;Domingo;2021-11-07;18:30:00
AIS 22;Fortaleza;Domingo;2021-11-07;18:00:00
AIS 08;Fortaleza;Domingo;2021-11-07;18:00:00
AIS 16;Fortaleza;Domingo;2021-11-07;18:00:00
AIS 05;Fortaleza;Domingo;2021-11-07;17:30:00
AIS 14;Maracanaú;Domingo;2021-11-07;17:20:00
AIS 24;Pacatuba;Domingo;2021-11-07;17:05:00
AIS 06;Fortaleza;Domingo;2021-11-07;17:00:00
AIS 08;Fortaleza;Domingo;2021-11-07;17:00:00
AIS 05;Fortaleza;Domingo;2021-11-07;16:30:00
AIS 08;Fortaleza;Domingo;2021-11-07;16:20:00
AIS 06;Fortaleza;Domingo;2021-11-07;16:10:00
AIS 12;Caucaia;Domingo;2021-11-07;16:00:00
AIS 17;Fortaleza;Domingo;2021-11-07;16:00:00
AIS 16;Fortaleza;Domingo;2021-11-07;16:00:00
AIS 05;Fortaleza;Domingo;2021-11-07;15:41:00
AIS 05;Fortaleza;Domingo;2021-11-07;15:30:00
AIS 18;Fortaleza;Domingo;2021-11-07;15:30:00
AIS 12;Caucaia;Domingo;2021-11-07;15:00:00
AIS 05;Fortaleza;Domingo;2021-11-07;14:40:00
AIS 22;Fortaleza;Domingo;2021-11-07;14:30:00
AIS 22;Fortaleza;Domingo;2021-11-07;14:30:00
AIS Não Identificada (Fortaleza);Fortaleza;Domingo;2021-11-07;14:30:00
AIS 06;Fortaleza;Domingo;2021-11-07;14:00:00
AIS 11;Acaraú;Domingo;2021-11-07;13:40:00
AIS 08;Fortaleza;Domingo;2021-11-07;13:30:00
AIS 25;Itaitinga;Domingo;2021-11-07;13:00:00
AIS 03;Sobral;Domingo;2021-11-07;12:40:00
AIS 21;Fortaleza;Domingo;2021-11-07;12:00:00
AIS 07;Ipueiras;Domingo;2021-11-07;12:00:00
AIS 16;Fortaleza;Domingo;2021-11-07;11:30:00
AIS 20;Fortaleza;Domingo;2021-11-07;11:00:00
AIS 03;Sobral;Domingo;2021-11-07;11:00:00
AIS 19;Fortaleza;Domingo;2021-11-07;10:30:00
AIS 05;Fortaleza;Domingo;2021-11-07;10:00:00
AIS 25;Pacajus;Domingo;2021-11-07;10:00:00
AIS 14;Maracanaú;Domingo;2021-11-07;09:30:00
AIS 22;Fortaleza;Domingo;2021-11-07;09:20:00
AIS 18;Fortaleza;Domingo;2021-11-07;09:00:00
AIS 03;Sobral;Domingo;2021-11-07;08:30:00
AIS 12;Caucaia;Domingo;2021-11-07;08:00:00
AIS 17;Fortaleza;Domingo;2021-11-07;07:27:00
AIS 05;Fortaleza;Domingo;2021-11-07;06:46:00
AIS 06;Fortaleza;Domingo;2021-11-07;06:40:00
AIS 06;Fortaleza;Domingo;2021-11-07;06:30:00
AIS 05;Fortaleza;Domingo;2021-11-07;06:30:00
AIS 08;Fortaleza;Domingo;2021-11-07;06:10:00
AIS 14;Maracanaú;Domingo;2021-11-07;06:10:00
AIS 06;Fortaleza;Domingo;2021-11-07;06:00:00
AIS 08;Fortaleza;Domingo;2021-11-07;05:48:00
AIS 18;Fortaleza;Domingo;2021-11-07;05:45:00
AIS 26;Caucaia;Domingo;2021-11-07;05:30:00
AIS 08;Fortaleza;Domingo;2021-11-07;05:30:00
AIS 22;Fortaleza;Domingo;2021-11-07;05:30:00
AIS 16;Fortaleza;Domingo;2021-11-07;05:00:00
AIS 15;Aquiraz;Domingo;2021-11-07;04:30:00
AIS 26;Caucaia;Domingo;2021-11-07;04:00:00
AIS 08;Fortaleza;Domingo;2021-11-07;03:45:00
AIS 03;Sobral;Domingo;2021-11-07;03:45:00
AIS 14;Maracanaú;Domingo;2021-11-07;03:30:00
AIS 26;Caucaia;Domingo;2021-11-07;03:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Domingo;2021-11-07;03:00:00
AIS 15;Aquiraz;Domingo;2021-11-07;02:40:00
AIS 15;Aquiraz;Domingo;2021-11-07;02:40:00
AIS 06;Fortaleza;Domingo;2021-11-07;02:40:00
AIS 15;Aquiraz;Domingo;2021-11-07;02:30:00
AIS 03;Sobral;Domingo;2021-11-07;02:30:00
AIS Não Identificada (Fortaleza);Fortaleza;Domingo;2021-11-07;02:10:00
AIS 15;Aquiraz;Domingo;2021-11-07;02:00:00
AIS 19;Fortaleza;Domingo;2021-11-07;02:00:00
AIS 04;Boa Viagem;Domingo;2021-11-07;02:00:00
AIS 06;Fortaleza;Domingo;2021-11-07;01:30:00
AIS 06;Fortaleza;Domingo;2021-11-07;01:30:00
AIS 09;Pedra Branca;Domingo;2021-11-07;01:30:00
AIS 22;Fortaleza;Domingo;2021-11-07;01:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Domingo;2021-11-07;00:00:00
AIS 07;Ipueiras;Domingo;2021-11-07;00:00:00
AIS 25;Chorozinho;Segunda;2021-11-08;23:30:00
AIS 21;Fortaleza;Segunda;2021-11-08;23:30:00
AIS 16;Fortaleza;Segunda;2021-11-08;23:30:00
AIS 34;Ipaumirim;Segunda;2021-11-08;22:30:00
AIS 11;Umirim;Segunda;2021-11-08;22:30:00
AIS 11;Umirim;Segunda;2021-11-08;22:30:00
AIS 11;Umirim;Segunda;2021-11-08;22:30:00
AIS 11;Umirim;Segunda;2021-11-08;22:30:00
AIS 11;Umirim;Segunda;2021-11-08;22:30:00
AIS 18;Fortaleza;Segunda;2021-11-08;22:00:00
AIS 06;Fortaleza;Segunda;2021-11-08;22:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Segunda;2021-11-08;22:00:00
AIS 08;Fortaleza;Segunda;2021-11-08;22:00:00
AIS 14;Maracanaú;Segunda;2021-11-08;21:45:00
AIS 05;Fortaleza;Segunda;2021-11-08;21:40:00
AIS 21;Fortaleza;Segunda;2021-11-08;21:40:00
AIS 12;Caucaia;Segunda;2021-11-08;21:20:00
AIS 16;Fortaleza;Segunda;2021-11-08;21:20:00
AIS 06;Fortaleza;Segunda;2021-11-08;21:00:00
AIS 11;Tejuçuoca;Segunda;2021-11-08;21:00:00
AIS 26;Caucaia;Segunda;2021-11-08;20:45:00
AIS Não Identificada (Caucaia);Caucaia;Segunda;2021-11-08;20:30:00
AIS 11;Tejuçuoca;Segunda;2021-11-08;20:20:00
AIS 22;Fortaleza;Segunda;2021-11-08;20:10:00
AIS 21;Fortaleza;Segunda;2021-11-08;20:00:00
AIS 08;Fortaleza;Segunda;2021-11-08;19:50:00
AIS 08;Fortaleza;Segunda;2021-11-08;19:50:00
AIS 08;Fortaleza;Segunda;2021-11-08;19:48:00
AIS 06;Fortaleza;Segunda;2021-11-08;19:35:00
AIS 08;Fortaleza;Segunda;2021-11-08;19:30:00
AIS 17;Fortaleza;Segunda;2021-11-08;19:30:00
AIS 03;Coreaú;Segunda;2021-11-08;19:30:00
AIS 22;Fortaleza;Segunda;2021-11-08;19:00:00
AIS 19;Fortaleza;Segunda;2021-11-08;19:00:00
AIS 01;Limoeiro do Norte;Segunda;2021-11-08;19:00:00
AIS 06;Fortaleza;Segunda;2021-11-08;18:59:00
AIS 18;Fortaleza;Segunda;2021-11-08;18:30:00
AIS 16;Fortaleza;Segunda;2021-11-08;18:30:00
AIS 14;Maracanaú;Segunda;2021-11-08;18:10:00
AIS 20;Fortaleza;Segunda;2021-11-08;18:00:00
AIS 08;Fortaleza;Segunda;2021-11-08;17:50:00
AIS 25;Pacajus;Segunda;2021-11-08;17:35:00
AIS 17;Fortaleza;Segunda;2021-11-08;17:30:00
AIS 24;Maranguape;Segunda;2021-11-08;17:30:00
AIS 19;Fortaleza;Segunda;2021-11-08;17:00:00
AIS 06;Fortaleza;Segunda;2021-11-08;16:50:00
AIS 22;Fortaleza;Segunda;2021-11-08;16:40:00
AIS 21;Fortaleza;Segunda;2021-11-08;16:30:00
AIS 05;Fortaleza;Segunda;2021-11-08;16:30:00
AIS 22;Fortaleza;Segunda;2021-11-08;16:30:00
AIS 02;Juazeiro do Norte;Segunda;2021-11-08;16:30:00
AIS 22;Fortaleza;Segunda;2021-11-08;15:40:00
AIS 05;Fortaleza;Segunda;2021-11-08;15:30:00
AIS 06;Fortaleza;Segunda;2021-11-08;15:00:00
AIS 17;Fortaleza;Segunda;2021-11-08;14:35:00
AIS Não Identificada (Fortaleza);Fortaleza;Segunda;2021-11-08;14:10:00
AIS 08;Fortaleza;Segunda;2021-11-08;13:45:00
AIS 14;Maracanaú;Segunda;2021-11-08;13:40:00
AIS 21;Fortaleza;Segunda;2021-11-08;13:28:00
AIS 21;Fortaleza;Segunda;2021-11-08;13:20:00
AIS 11;Umirim;Segunda;2021-11-08;13:00:00
AIS 06;Fortaleza;Segunda;2021-11-08;12:50:00
AIS 03;Sobral;Segunda;2021-11-08;12:30:00
AIS 06;Fortaleza;Segunda;2021-11-08;12:10:00
AIS 21;Fortaleza;Segunda;2021-11-08;12:00:00
AIS 11;Umirim;Segunda;2021-11-08;12:00:00
AIS 18;Fortaleza;Segunda;2021-11-08;11:50:00
AIS Não Identificada (Fortaleza);Fortaleza;Segunda;2021-11-08;11:30:00
AIS 18;Fortaleza;Segunda;2021-11-08;10:30:00
AIS 17;Fortaleza;Segunda;2021-11-08;10:30:00
AIS 20;Fortaleza;Segunda;2021-11-08;10:20:00
AIS 21;Fortaleza;Segunda;2021-11-08;10:20:00
AIS 21;Fortaleza;Segunda;2021-11-08;10:14:00
AIS 21;Fortaleza;Segunda;2021-11-08;10:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Segunda;2021-11-08;09:50:00
AIS 16;Fortaleza;Segunda;2021-11-08;09:40:00
AIS 21;Fortaleza;Segunda;2021-11-08;09:37:00
AIS 08;Fortaleza;Segunda;2021-11-08;09:30:00
AIS 02;Juazeiro do Norte;Segunda;2021-11-08;09:30:00
AIS 21;Fortaleza;Segunda;2021-11-08;09:20:00
AIS 17;Fortaleza;Segunda;2021-11-08;09:10:00
AIS 06;Fortaleza;Segunda;2021-11-08;08:20:00
AIS 06;Fortaleza;Segunda;2021-11-08;08:14:00
AIS 05;Fortaleza;Segunda;2021-11-08;08:00:00
AIS 18;Fortaleza;Segunda;2021-11-08;08:00:00
AIS 15;Eusébio;Segunda;2021-11-08;07:40:00
AIS 15;Eusébio;Segunda;2021-11-08;07:30:00
AIS 19;Fortaleza;Segunda;2021-11-08;07:30:00
AIS 20;Fortaleza;Segunda;2021-11-08;07:25:00
AIS 14;Maracanaú;Segunda;2021-11-08;07:20:00
AIS 19;Fortaleza;Segunda;2021-11-08;07:15:00
AIS 14;Maracanaú;Segunda;2021-11-08;07:15:00
AIS 14;Maracanaú;Segunda;2021-11-08;07:15:00
AIS 06;Fortaleza;Segunda;2021-11-08;07:08:00
AIS 08;Fortaleza;Segunda;2021-11-08;07:00:00
AIS 17;Fortaleza;Segunda;2021-11-08;06:50:00
AIS 17;Fortaleza;Segunda;2021-11-08;06:45:00
AIS 18;Fortaleza;Segunda;2021-11-08;06:45:00
AIS 18;Fortaleza;Segunda;2021-11-08;06:45:00
AIS 02;Juazeiro do Norte;Segunda;2021-11-08;06:45:00
AIS 20;Fortaleza;Segunda;2021-11-08;06:40:00
AIS Não Identificada (Fortaleza);Fortaleza;Segunda;2021-11-08;06:30:00
AIS 08;Fortaleza;Segunda;2021-11-08;06:30:00
AIS 19;Fortaleza;Segunda;2021-11-08;06:30:00
AIS 21;Fortaleza;Segunda;2021-11-08;06:20:00
AIS 21;Fortaleza;Segunda;2021-11-08;06:00:00
AIS 08;Fortaleza;Segunda;2021-11-08;05:47:00
AIS 18;Fortaleza;Segunda;2021-11-08;05:45:00
AIS 21;Fortaleza;Segunda;2021-11-08;05:40:00
AIS 21;Fortaleza;Segunda;2021-11-08;05:30:00
AIS 17;Fortaleza;Segunda;2021-11-08;05:30:00
AIS 17;Fortaleza;Segunda;2021-11-08;05:20:00
AIS 17;Fortaleza;Segunda;2021-11-08;05:20:00
AIS 06;Fortaleza;Segunda;2021-11-08;05:20:00
AIS 17;Fortaleza;Segunda;2021-11-08;05:15:00
AIS 17;Fortaleza;Segunda;2021-11-08;05:15:00
AIS 17;Fortaleza;Segunda;2021-11-08;05:10:00
AIS 25;Pacajus;Segunda;2021-11-08;05:00:00
AIS 25;Pacajus;Segunda;2021-11-08;05:00:00
AIS 16;Fortaleza;Segunda;2021-11-08;04:30:00
AIS 25;Pacajus;Segunda;2021-11-08;04:30:00
AIS 18;Fortaleza;Segunda;2021-11-08;03:50:00
AIS Não Identificada (Caucaia);Caucaia;Segunda;2021-11-08;03:30:00
AIS 26;Caucaia;Segunda;2021-11-08;02:50:00
AIS 20;Fortaleza;Segunda;2021-11-08;02:00:00
AIS 06;Fortaleza;Segunda;2021-11-08;01:40:00
AIS 06;Fortaleza;Segunda;2021-11-08;01:40:00
AIS 06;Fortaleza;Segunda;2021-11-08;01:40:00
AIS 06;Fortaleza;Segunda;2021-11-08;01:30:00
AIS 08;Fortaleza;Segunda;2021-11-08;00:30:00
AIS 08;Fortaleza;Segunda;2021-11-08;00:30:00
AIS 30;Beberibe;Segunda;2021-11-08;00:00:00
AIS 11;Itarema;Terça;2021-11-09;23:55:00
AIS 20;Fortaleza;Terça;2021-11-09;23:20:00
AIS 20;Fortaleza;Terça;2021-11-09;23:20:00
AIS 15;Eusébio;Terça;2021-11-09;22:40:00
AIS 26;Caucaia;Terça;2021-11-09;22:30:00
AIS 15;Eusébio;Terça;2021-11-09;22:30:00
AIS 15;Eusébio;Terça;2021-11-09;22:30:00
AIS 15;Eusébio;Terça;2021-11-09;22:00:00
AIS 06;Fortaleza;Terça;2021-11-09;21:30:00
AIS 17;Fortaleza;Terça;2021-11-09;21:20:00
AIS 06;Fortaleza;Terça;2021-11-09;21:10:00
AIS 16;Fortaleza;Terça;2021-11-09;21:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-11-09;21:00:00
AIS 02;Juazeiro do Norte;Terça;2021-11-09;21:00:00
AIS 03;Sobral;Terça;2021-11-09;20:40:00
AIS 21;Fortaleza;Terça;2021-11-09;20:30:00
AIS 05;Fortaleza;Terça;2021-11-09;20:27:00
AIS 22;Fortaleza;Terça;2021-11-09;20:00:00
AIS 25;Horizonte;Terça;2021-11-09;20:00:00
AIS 18;Fortaleza;Terça;2021-11-09;19:45:00
AIS 19;Fortaleza;Terça;2021-11-09;19:40:00
AIS 20;Fortaleza;Terça;2021-11-09;19:40:00
AIS 16;Fortaleza;Terça;2021-11-09;19:30:00
AIS 18;Fortaleza;Terça;2021-11-09;19:30:00
AIS 20;Fortaleza;Terça;2021-11-09;19:30:00
AIS 21;Fortaleza;Terça;2021-11-09;19:30:00
AIS 25;Pacajus;Terça;2021-11-09;19:20:00
AIS 03;Sobral;Terça;2021-11-09;19:15:00
AIS 03;Sobral;Terça;2021-11-09;19:15:00
AIS 06;Fortaleza;Terça;2021-11-09;19:10:00
AIS 20;Fortaleza;Terça;2021-11-09;19:05:00
AIS 06;Fortaleza;Terça;2021-11-09;19:00:00
AIS 06;Fortaleza;Terça;2021-11-09;19:00:00
AIS 21;Fortaleza;Terça;2021-11-09;19:00:00
AIS 26;Caucaia;Terça;2021-11-09;18:30:00
AIS 05;Fortaleza;Terça;2021-11-09;18:30:00
AIS 05;Fortaleza;Terça;2021-11-09;18:30:00
AIS 29;Aratuba;Terça;2021-11-09;18:30:00
AIS 29;Baturité;Terça;2021-11-09;18:30:00
AIS 15;Aquiraz;Terça;2021-11-09;18:15:00
AIS 18;Fortaleza;Terça;2021-11-09;18:05:00
AIS 06;Fortaleza;Terça;2021-11-09;18:00:00
AIS 16;Fortaleza;Terça;2021-11-09;18:00:00
AIS 19;Fortaleza;Terça;2021-11-09;17:45:00
AIS 02;Juazeiro do Norte;Terça;2021-11-09;17:45:00
AIS 19;Fortaleza;Terça;2021-11-09;17:30:00
AIS 11;Itarema;Terça;2021-11-09;17:10:00
AIS 15;Aquiraz;Terça;2021-11-09;17:00:00
AIS 18;Fortaleza;Terça;2021-11-09;16:30:00
AIS 18;Fortaleza;Terça;2021-11-09;16:30:00
AIS 15;Cascavel;Terça;2021-11-09;16:00:00
AIS 06;Fortaleza;Terça;2021-11-09;16:00:00
AIS 14;Maracanaú;Terça;2021-11-09;16:00:00
AIS 20;Fortaleza;Terça;2021-11-09;15:40:00
AIS 14;Maracanaú;Terça;2021-11-09;15:30:00
AIS 22;Fortaleza;Terça;2021-11-09;15:25:00
AIS 14;Maracanaú;Terça;2021-11-09;15:10:00
AIS 06;Fortaleza;Terça;2021-11-09;15:05:00
AIS 26;Caucaia;Terça;2021-11-09;15:00:00
AIS 17;Fortaleza;Terça;2021-11-09;15:00:00
AIS 06;Fortaleza;Terça;2021-11-09;15:00:00
AIS 05;Fortaleza;Terça;2021-11-09;15:00:00
AIS 02;Crato;Terça;2021-11-09;15:00:00
AIS 18;Fortaleza;Terça;2021-11-09;14:30:00
AIS 21;Fortaleza;Terça;2021-11-09;14:30:00
AIS 02;Juazeiro do Norte;Terça;2021-11-09;14:30:00
AIS 26;Caucaia;Terça;2021-11-09;14:20:00
AIS 18;Fortaleza;Terça;2021-11-09;14:20:00
AIS 03;Meruoca;Terça;2021-11-09;14:20:00
AIS 20;Fortaleza;Terça;2021-11-09;14:10:00
AIS 20;Fortaleza;Terça;2021-11-09;14:00:00
AIS 16;Fortaleza;Terça;2021-11-09;13:40:00
AIS 21;Fortaleza;Terça;2021-11-09;13:30:00
AIS 21;Fortaleza;Terça;2021-11-09;13:30:00
AIS 20;Fortaleza;Terça;2021-11-09;13:20:00
AIS 17;Fortaleza;Terça;2021-11-09;13:00:00
AIS 14;Maracanaú;Terça;2021-11-09;13:00:00
AIS 14;Maracanaú;Terça;2021-11-09;13:00:00
AIS 05;Fortaleza;Terça;2021-11-09;12:38:00
AIS 09;Quixeramobim;Terça;2021-11-09;12:30:00
AIS 03;Sobral;Terça;2021-11-09;12:30:00
AIS 16;Fortaleza;Terça;2021-11-09;12:15:00
AIS 15;Eusébio;Terça;2021-11-09;12:00:00
AIS 15;Eusébio;Terça;2021-11-09;12:00:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-11-09;12:00:00
AIS 06;Fortaleza;Terça;2021-11-09;11:50:00
AIS 15;Eusébio;Terça;2021-11-09;11:40:00
AIS 06;Fortaleza;Terça;2021-11-09;11:30:00
AIS 22;Fortaleza;Terça;2021-11-09;11:00:00
AIS 06;Fortaleza;Terça;2021-11-09;10:00:00
AIS 03;Sobral;Terça;2021-11-09;10:00:00
AIS 03;Massapê;Terça;2021-11-09;09:30:00
AIS 23;Trairi;Terça;2021-11-09;09:30:00
AIS 24;Pacatuba;Terça;2021-11-09;08:35:00
AIS 11;Irauçuba;Terça;2021-11-09;08:25:00
AIS 05;Fortaleza;Terça;2021-11-09;08:15:00
AIS 14;Maracanaú;Terça;2021-11-09;08:15:00
AIS 17;Fortaleza;Terça;2021-11-09;08:00:00
AIS 14;Maracanaú;Terça;2021-11-09;07:35:00
AIS 18;Fortaleza;Terça;2021-11-09;07:30:00
AIS 06;Fortaleza;Terça;2021-11-09;07:15:00
AIS 20;Fortaleza;Terça;2021-11-09;06:58:00
AIS 20;Fortaleza;Terça;2021-11-09;06:40:00
AIS 21;Fortaleza;Terça;2021-11-09;06:25:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-11-09;06:00:00
AIS 21;Fortaleza;Terça;2021-11-09;05:25:00
AIS 17;Fortaleza;Terça;2021-11-09;05:15:00
AIS 18;Fortaleza;Terça;2021-11-09;05:00:00
AIS 18;Fortaleza;Terça;2021-11-09;04:50:00
AIS 10;Saboeiro;Terça;2021-11-09;04:50:00
AIS 24;Pacatuba;Terça;2021-11-09;04:45:00
AIS 05;Fortaleza;Terça;2021-11-09;04:30:00
AIS 29;Baturité;Terça;2021-11-09;04:30:00
AIS 03;Sobral;Terça;2021-11-09;01:30:00
AIS 18;Fortaleza;Terça;2021-11-09;00:50:00
AIS 06;Fortaleza;Terça;2021-11-09;00:30:00
AIS 21;Fortaleza;Terça;2021-11-09;00:30:00
AIS 11;General Sampaio;Terça;2021-11-09;00:30:00
AIS Não Identificada (Fortaleza);Fortaleza;Terça;2021-11-09;00:00:00
AIS 06;Fortaleza;Quarta;2021-11-10;23:53:00
AIS 06;Fortaleza;Quarta;2021-11-10;23:45:00
AIS 16;Fortaleza;Quarta;2021-11-10;23:40:00
AIS 26;Caucaia;Quarta;2021-11-10;23:30:00
AIS 18;Fortaleza;Quarta;2021-11-10;23:30:00
AIS 18;Fortaleza;Quarta;2021-11-10;23:30:00
AIS 18;Fortaleza;Quarta;2021-11-10;23:30:00
AIS 05;Fortaleza;Quarta;2021-11-10;23:00:00
AIS 03;Santana do Acaraú;Quarta;2021-11-10;23:00:00
AIS 21;Fortaleza;Quarta;2021-11-10;22:40:00
AIS 19;Fortaleza;Quarta;2021-11-10;22:30:00
AIS 16;Fortaleza;Quarta;2021-11-10;22:30:00
AIS 18;Fortaleza;Quarta;2021-11-10;22:30:00
AIS 16;Fortaleza;Quarta;2021-11-10;22:30:00
AIS 18;Fortaleza;Quarta;2021-11-10;22:30:00
AIS 14;Maracanaú;Quarta;2021-11-10;22:30:00
AIS 18;Fortaleza;Quarta;2021-11-10;22:15:00
AIS 16;Fortaleza;Quarta;2021-11-10;22:10:00
AIS 20;Fortaleza;Quarta;2021-11-10;22:00:00
AIS 06;Fortaleza;Quarta;2021-11-10;21:10:00
AIS 14;Maracanaú;Quarta;2021-11-10;21:00:00
AIS 03;Sobral;Quarta;2021-11-10;20:59:00
AIS 16;Fortaleza;Quarta;2021-11-10;20:50:00
AIS 05;Fortaleza;Quarta;2021-11-10;20:40:00
AIS 14;Maracanaú;Quarta;2021-11-10;20:40:00
AIS 16;Fortaleza;Quarta;2021-11-10;20:30:00
AIS 02;Crato;Quarta;2021-11-10;20:30:00
AIS 06;Fortaleza;Quarta;2021-11-10;20:20:00
AIS 25;Pacajus;Quarta;2021-11-10;20:20:00
AIS 19;Fortaleza;Quarta;2021-11-10;20:10:00
AIS 18;Fortaleza;Quarta;2021-11-10;20:00:00
AIS 20;Fortaleza;Quarta;2021-11-10;20:00:00
AIS 27;Carnaubal;Quarta;2021-11-10;20:00:00
AIS 21;Fortaleza;Quarta;2021-11-10;19:50:00
AIS 10;Iguatu;Quarta;2021-11-10;19:40:00
AIS 19;Fortaleza;Quarta;2021-11-10;19:30:00
AIS 16;Fortaleza;Quarta;2021-11-10;19:23:00
AIS 16;Fortaleza;Quarta;2021-11-10;19:00:00
AIS 19;Fortaleza;Quarta;2021-11-10;19:00:00
AIS 18;Fortaleza;Quarta;2021-11-10;19:00:00
AIS 02;Juazeiro do Norte;Quarta;2021-11-10;19:00:00
AIS 26;Caucaia;Quarta;2021-11-10;18:49:00
AIS 22;Fortaleza;Quarta;2021-11-10;18:40:00
AIS 03;Sobral;Quarta;2021-11-10;18:40:00
AIS 06;Fortaleza;Quarta;2021-11-10;18:30:00
AIS 27;Tianguá;Quarta;2021-11-10;18:30:00
AIS 09;Pedra Branca;Quarta;2021-11-10;18:28:00
AIS 24;Pacatuba;Quarta;2021-11-10;18:00:00
AIS 24;Pacatuba;Quarta;2021-11-10;17:45:00
AIS Não Identificada (Fortaleza);Fortaleza;Quarta;2021-11-10;17:30:00
AIS 20;Fortaleza;Quarta;2021-11-10;17:20:00
AIS 18;Fortaleza;Quarta;2021-11-10;17:00:00
AIS 21;Fortaleza;Quarta;2021-11-10;17:00:00
AIS 27;Tianguá;Quarta;2021-11-10;17:00:00
AIS 18;Fortaleza;Quarta;2021-11-10;16:45:00
AIS 16;Fortaleza;Quarta;2021-11-10;16:40:00
AIS 16;Fortaleza;Quarta;2021-11-10;16:30:00
AIS 03;Sobral;Quarta;2021-11-10;16:10:00
AIS 20;Fortaleza;Quarta;2021-11-10;16:00:00
AIS 19;Fortaleza;Quarta;2021-11-10;16:00:00
AIS 09;Quixadá;Quarta;2021-11-10;16:00:00
AIS 16;Fortaleza;Quarta;2021-11-10;15:30:00
AIS 19;Fortaleza;Quarta;2021-11-10;15:20:00
AIS 06;Fortaleza;Quarta;2021-11-10;15:00:00
AIS 08;Fortaleza;Quarta;2021-11-10;15:00:00
